doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1109/IWSG.2015.7,Web Services as Building Blocks for Science Gateways in Astrophysics,International Workshop on Science Gateways,2015,Conference Paper,"An efficient exploitation of the Distributed Computing Infrastructures (DCIs) is specially needed to deal with the data deluge that the scientific community, in particular the Astrophysics one, is facing. This requires a good understanding of the underlying DCIs. Science Gateways (SGs) provide the users with an environment that eases the interaction with the DCIs. As a previous step, IT skilled users should populate the SGs with friendly but advanced tools (e.g. Workflows, visualization tools) that not only support the scientists to build their own experiments but also adapt them in an optimal way to the infrastructures. In Astronomy, the Virtual Observatory provides the community with services and tools for data access and sharing. However, state of the art telescopes and the coming Square Kilometre Array (SKA), able to reach data rates in the exa-scale domain, will also require advanced tools for data analysis and visualization that should be run on DCIs as well as shared on SGs. In the here presented work, we have selected as exemplar a set of analysis tasks of interest for some SKA use cases. These analysis tasks have been implemented as web services that use the COMPSs programming model in order to achieve a more efficient use of the DCIs. At the same time, the nature of the web services turns them into blocks that the astronomers can combine with VO services to build their own workflows. The web services and the workflows built upon them form a two-level workflow system that hides the technical details of the DCIs and exploits them efficiently. This approach is used for the first time in analytical tasks of interest for the SKA that benefits from the capabilities of the DCIs. © 2015 IEEE.","Astronomy, distributed computing infrastructures, science gateways, virtual observatory, web services, workflows",1,0,0,1
10.1109/IWSG.2015.8,Towards an Industry Data Gateway: An Integrated Platform for the Analysis of Wind Turbine Data,International Workshop on Science Gateways,2015,Conference Paper,"The increasing amount of data produced in many scientific and engineering domains creates as many new challenges for an efficient data analysis, as possibilities for its application. In this paper, we present one of the use-cases of the project VAVID, namely the condition monitoring of sensor information from wind turbines, and how a data gateway can help to increase the usability and security of the proposed system. Starting by briefly introducing the project, the paper presents the problem of handling and processing large amount of sensor data using existing tools in the context of wind turbines. It goes on to describe the innovative approach used in VAVID to meet this challenge, covering the main goals, numerical methods used for analysis, the storage concept, and architectural design. It concludes by offering a rational for the use of a data gateway as the main entry point to the system and how this is being implemented in VAVID. © 2015 IEEE.","big data, HPC, science gateways, VAVID, wind turbine",1,0,0,1
10.1109/MIPRO.2015.7160260,Science gateway for distributed multiscale course management in e-Science and e-Learning — Use case for study and investigation of functionalized nanomaterials,"International Convention on Information and Communication Technology, Electronics and Microelectronics",2015,Conference Paper,"The current tendency of human learning and teaching is targeted to development and integration of digital technologies (like cloud solutions, mobile technology, learning analytics, big data, augmented reality, natural interaction technologies, etc.). Our Science Gateway (http://scigate.imp.kiev.ua) in collaboration with High Performance Computing Center (http://hpcc.kpi.ua) is aimed on the close cooperation among the main actors in learning and researching world (teachers, students, scientists, supporting personnel, volunteers, etc.) with industry and academia to propose the new frameworks and interoperability requirements for the building blocks of a digital ecosystem for learning (including informal learning) that develops and integrates the current and new tools and systems. It is the portal for management of distributed courses (workflows), tools, resources, and users, which is constructed on the basis of the Liferay framework and gUSE/WS-PGRADE technology. It is based on development of multi-level approach (as to methods/algorithms) for effective study and research through flexible selection and combination of unified modules ('gaming' with modules as with LEGO-bricks). It allows us to provide the flexible and adjustable framework with direct involvement in real-world and scientific use cases motivated by the educational aims of students and real scientific aims in labs. © 2015 MIPRO.","Metals, Nanocrystals, Nanomaterials, portals, Electronic learning, Logic gates",1,0,0,1
10.1109/NANO.2011.6144581,NanoHUB.org - the ABACUS tool suite as a framework for semiconductor education courses,IEEE International Conference on Nanotechnology,2011,Conference Paper,"More than 170,000 users annually in 172 countries use nanoHUB.org for web-based access to simulation programs as well as a vast selection of related content, including online presentations and lectures, teaching materials, curated topic pages, podcasts, and downloads. With over 2500 resources including over 200 simulation tools, the science gateway nanoHUB.org is the world's largest nanotechnology user facility. Over 10,000 research and educational users utilized nanoHUB simulation programs to run over 364,000 simulations last year. In academic year 2009-10, nanoHUB.org content was used in 150 undergraduate and graduate courses at 97 institutions. From the time of its inception through the beginning of 2011, nanoHUB.org has been cited 719 times in the literature. A detailed analysis of these citations indicates a dual use of nanoHUB content in both education and research, with educational tool usage by researchers and research tools migrating into the classroom. By leveraging existing capabilities, we have developed the Assembly of Basic Applications for Coordinated Understanding of Semiconductors (ABACUS) suite of simulation tools and supporting educational content that can serve as an aid to an introductory semiconductor course. ABACUS serves as a one-stop-shop for students and teachers to enable rapid access to the critical elements needed in the introduction to semiconductor devices. © 2011 IEEE.","engineering education, NanoHUB, nanotechnology, science gateways, simulations",1,0,0,1
10.1109/NANO.2013.6721012,nanoHUB-U: A science gateway ventures into structured online education,IEEE Conference on Nanotechnology,2013,Conference Paper,"nanoHUB.org is arguably the largest online nanotechnology user facility in the world. From an initial user base of about 1,000 users, nanoHUB has grown to support over 250,000 users annually. nanoHUB supports users in 172 countries with materials for research and education, along with a wide variety of simulation tools covering many nano-related areas. Preliminary assessments of user behavior patterns have shown that nanoHUB's open access approach enables published resources to be integrated directly into classrooms. However, there is an increasing demand for pedagogically sound, workforce-ready, advanced courses that allow users to gain depth in topical areas related to nanotechnology. This paper explores an initial case study where an evolving cyber environment, based on the powerful HUBzero platform, begins to offer structured online courses to its massive audience through an experiment known as nanoHUB-U. This paper describes the impetus for this new offering and discusses how new and cutting-edge content formats are being combined with online simulations in significant ways. Further, it explores in-depth the outcomes related to one of the most popular courses offered to date. © 2013 IEEE.","Materials, Educational institutions, Nanoscale devices, computational modeling, Communities",1,0,0,1
10.1109/NMDC.2011.6155316,Network for Computational Nanotechnology - a strategic plan for global knowledge transfer in research and education,IEEE Nanotechnology Materials and Devices Conference,2011,Conference Paper,"The Network for Computational Nanotechnology (NCN) manages the science gateway nanoHUB.org, recognized as the world's largest nanotechnology user facility, with over 2800 research and teaching resources in use by over 180,000 users annually. Resources consist of 220 simulation tools and nearly 2600 other content items ranging from podcasts of lectures to first time user guides for simulation tools to complete sets of university course materials. Simulation tools developed for research have been found to be used in the classroom and simple classroom tools are being used by researchers. With a global community spread across 172 countries, nanoHUB.org facilitates fast knowledge transfer across countries, disciplines, and communities. NCN follows a carefully planned strategy to lower barriers to this knowledge transfer and the growth and success of the site validates this strategy. © 2011 IEEE.","Lead, Random access memory, Logic gates, computational modeling, Organizations, Industries",1,0,0,1
10.1109/PDP.2013.31,VisIVO Workflow-Oriented Science Gateway for Astrophysical Visualization,"Euromicro International Conference on Parallel, Distributed, and Network-Based Processing",2013,Conference Paper,"Nowadays visualization-based knowledge discovery can play an important role in astrophysics. Collaborative visualization can enable multiple users to share visualization experiences, e.g. by interacting simultaneously with astrophysical datasets giving feedback on what other participants are doing/seeing. Further, workflow-driven applications allow reproduction of specific visualization results, a challenging task as selecting suitable visualization parameters may not be a straightforward process. This paper presents VisIVO Science Gateway, a web-based workflow-enabled framework integrating large-scale, multidimensional datasets and applications for visualization and data filtering on Distributed Computing Infrastructures (DCIs). Advanced users are able to create, change, invoke, and monitor workflows while standard users are provided with easy-to-use customised web interfaces hiding all technical aspects of the visualization algorithms and DCI configurations. © 2013 IEEE.","Collaborative Tools, grid computing, scientific gateways, scientific visualization, workflow systems",1,0,0,1
10.1109/SACI.2016.7507364,Supporting health smart system applications in Scientific Gateway environment,IEEE International Conference on Cluster Computing,2016,Conference Paper,"Smart system applications are spreading worldwide, specifically health monitoring has gained outstanding interest and importance over the last years. Data captured from sensors arrive continuously and only efficient large scale data handling using data stream processing can cope with the transport requirements. Stream processing means that without intermediate storage the data should be processed as they are received from the sensors. In this paper we have developed a simulation environment and we have investigated the influencing factors of the time needed to execute the jobs. Our goal was to optimize the overall time needed to submit the smart system application. With the help of statistical tools we have also performed computations and in case of different middlewares and storages we have carried out measurements. The results show that the job submission time is minimal for applications that use Direct Cloud access in Pgrade/gUSE/DCI-Bridge environment. We have also investigated the effects of the parallelization degree on the system efficiency and the results show that until a certain degree the parallelization also positively effects the system's throughput. © 2016 IEEE.","direct cloud, execution optimization, execution time minimization, smart system application",1,0,0,1
10.1109/SOSE.2014.73,Customizing Scientific Data Analytic Platforms via SaaS Approach,IEEE International Symposium on Service-Oriented System Engineering,2014,Conference Paper,"At the era of data driven science discovery, it is essential to provide customizable scientific data analytic platforms for researchers to conduct their personalized data intensive analysis. Science Gateway has been a viable solution to enabling scientists to run scientific simulations, data analysis, and visualization through their web browsers. But most science gateway frameworks are designed for integrating commonly used software tools and datasets in a specific science domain, thus requiring significant effort to implement the essential variability in lab-specific data processing workflows. In this paper we introduce a multitenancy architecture (MTA) based customization framework that can greatly accelerate the customization cycle of science gateway systems. Each tenant has his own workspace that assembles the software stack and tools to meet the software requirements of his specific data analytics tasks. Through this framework, developers can import their domain-specific analysis pipeline scripts and mashup relevant templates including GUI templates, tool recipes and workspace templates to generate both workspace and web interface for running these application workflows and visualizing the output from workflow executions without writing extra wrapping code. © 2014 IEEE.","clouds, software-as-a-service, science gateways, workflows",1,0,0,1
10.1109/UCC.2011.46,Practical Considerations in Cloud Utilization for the Science Gateway nanoHUB.org,IEEE International Conference on Utility and Cloud Computing,2011,Conference Paper,"nanoHUB.org is arguably the largest online nanotechnology user facility in the world. Just between July 2010 and June 2011 it served 177,823 users. 10,477 users ran 393,648 simulation jobs on a variety of computational resources ranging from HUB zero-based virtual execution hosts for rapid, interactive runs as well as grid-based resources for computationally-intense runs. We believe that as such our users experience a fully operational scientific ""cloud""-based infrastructure even though it is not using ""standard"" computational cloud infrastructures such as EC2. In this paper we explore the use of standard computational cloud-based resources to determine whether they can deliver satisfactory outcomes for our users without requiring high personnel costs for configuration. In a science gateway environment, the assignment of jobs to the appropriate computational resource is not trivial. Resource availability, wait time, time to completion, and likelihood of job success must all be considered in order to transparently deliver an acceptable level of service to our users. In this paper, we present preliminary results examining the benefits and drawbacks of utilizing standard computational cloud resources as one potential venue for nano HUB computational runs. In summary we find that cloud resources performed competitively with other grid resources in terms of wait time, CPU usage, and success in a multiple job submission strategy. © 2011 IEEE.","cloud computing, cyber-environments, grid computing, HUBzero, NanoHUB, nanotechnology, performance monitoring, science gateways",1,0,0,1
10.1109/VAST.2010.5650854,ALIDA: Using machine learning for intent discernment in visual analytics interfaces,IEEE Symposium on Visual Analytics Science and Technology,2010,Conference Paper,"In this paper, we introduce ALIDA, an Active Learning Intent Discerning Agent for visual analytics interfaces. As users interact with and explore data in a visual analytics environment they are each developing their own unique analytic process. The goal of ALIDA is to observe and record the human-computer interactions and utilize these observations as a means of supporting user exploration; ALIDA does this by using interaction to make decision about user interest. As such, ALIDA is designed to track the decision history (interactions) of a user. This history is then utilized to enhance the user's decision-making process by allowing the user to return to previously visited search states, as well as providing suggestions of other search states that may be of interest based on past exploration modalities. The agent passes these suggestions (or decisions) back to an interactive visualization prototype, and these suggestions are used to guide the user, either by suggesting searches or changes to the visualization view. Current work has tested ALIDA under the exploration of homonyms for users wishing to explore word linkages within a dictionary. Ongoing work includes using ALIDA to guide users in transfer function design for volume rendering within scientific gateways. ©2010 IEEE.","artificial intelligence, Cognition, Intent discernment, Volume rendering",1,0,0,1
10.1109/WSC.2017.8247813,Open science: Approaches and benefits for modeling &amp; simulation,Winter Simulation Conference,2017,Conference Paper,"Open Science is the practice of making scientific research accessible to all. It promotes open access to the artefacts of research, the software, data, results and the scientific articles in which they appear, so that others can validate, use and collaborate. Open Science is also being mandated by many funding bodies. The concept of Open Science is new to many Modelling & Simulation (M&S) researchers. To introduce Open Science to our field, this paper unpacks Open Science to understand some of its approaches and benefits. Good practice in the reporting of simulation studies is discussed and the Strengthening the Reporting of Empirical Simulation Studies (STRESS) standardized checklist approach is presented. A case study shows how Digital Object Identifiers, Researcher Registries, Open Access Data Repositories and Scientific Gateways can support Open Science practices for M&S research. The article concludes with a set of guidelines for adopting Open Science for M&S. © 2017 IEEE.","Open Access, Licenses, Object recognition, Gold, computational modeling, Logic gates",1,0,0,1
10.1109/WSC40007.2019.9004845,Building Global Research Capacity in Public Health: The Case of a Science Gateway for Physical Activity Lifelong Modelling and Simulation,Proceedings - Winter Simulation Conference,2019,Conference Paper,"Physical inactivity is a major risk factor for non-communicable disease and has a negative impact on quality of life in both high and low- and middle- income countries (LMICs). Increasing levels of physical activity is recognized as a strategic pathway to achieving the UN's 2030 Sustainable Development Goals. Research can support policy makers in evaluating strategies for achieving this goal. Barriers limit the capacity of researchers in LMICs. We discuss how global research capacity might be developed in public health by supporting collaboration via Open Science approaches and technologies such as Science Gateways and Open Access Repositories. The paper reports on how we are contributing to research capacity building in Ghana using a Science Gateway for our PALMS (Physical Activity Lifelong Modelling Simulation) agent-based micro-simulation that we developed in the UK, and how we use an Open Access Repository to share the outputs of the research. © 2019 IEEE.","Sociology, statistics, Open Access, Logic gates, Diabetes, computational modeling, Buildings",1,0,0,1
10.23919/URSIGASS51995.2021.9560265,The INAF Radio Data Archive: towards a modern Science Gateway,General Assembly and Scientific Symposium of the International Union of Radio Science,2021,Conference Paper,"In the Big Data era, the amount and complexity of astronomical data more and more often prevents the scientist from locally store and process her/his data. As a consequence, the geographically distributed approach to data archiving and processing is rapidly becoming a requisite. To fulfill this need, we are realizing a prototype of Science Gateway (SG) for the Italian radio telescopes. The huge amount of significantly complex and resource-demanding datasets delivered by the Italian radio telescopes and the variety of use cases from the different observing modes represent an ideal test bed for the implementation and verification of a SG environment where the scientists can exploit, manage and analyse data. To this aim, we are exploiting our previous experience in the realization of a geographically-distributed radio data archive and processing tools as well as in the design of SG prototypes. Such a coordinated approach and harmonization of resources will maximize the return for the Italian observing facilities and, moreover, will match the requirements of the international community for a state-of-the-art, highly-performant environment in which to conduct successful science. © 2021 URSI.","radio astronomy, Prototypes, Distributed databases, Logic gates, Tools, big data, Complexity theory",1,0,0,1
10.1002/0471250953.bi0122s42,Using the iplant collaborative discovery environment,Current Protocols in Bioinformatics,2013,Article,"The iPlant Collaborative is an academic consortium whose mission is to develop an informatics and social infrastructure to address the ""grand challenges"" in plant biology. Its cyberinfrastructure supports the computational needs of the research community and facilitates solving major challenges in plant science. The Discovery Environment provides a powerful and rich graphical interface to the iPlant Collaborative cyberinfrastructure by creating an accessible virtual workbench that enables all levels of expertise, ranging from students to traditional biology researchers and computational experts, to explore, analyze, and share their data. By providing access to iPlant's robust data-management system and high-performance computing resources, the Discovery Environment also creates a unified space in which researchers can access scalable tools. Researchers can use available Applications (Apps) to execute analyses on their data, as well as customize or integrate their own tools to better meet the specific needs of their research. These Apps can also be used in workflows that automate more complicated analyses. This module describes how to use the main features of the Discovery Environment, using bioinformatics workflows for high-throughput sequence data as examples. © 2013 by John Wiley & Sons, Inc.","bioinformatics, Computational biology, cyberinfrastructures, Plant biology, Plant sciences, RNA-Seq, science gateways",1,0,0,1
10.1002/cpe.1654,P-GRADE portal family for grid infrastructures,Concurrency and Computation: Practice and Experience,2011,Article,"P-GRADE portal is one of the most widely used general-purpose grid portal in Europe. The paper summarizes the most advanced features of P-GRADE, such as parameter sweep workflow execution, multi-grid workflow execution and integration with the DSpace workflow repository. It also shows the NGS P-GRADE portal that extends P-GRADE with the GEMLCA legacy code execution support in Grid systems, as well as with coarse-grain workflow interoperability services. Next, the paper introduces the second generation P-GRADE portal called WS-PGRADE that merges the advanced features of the first generation P-GRADE portals and extends them with new workflow and architecture concepts. Finally, the application-specific science gateway of the CancerGrid project is briefly described to demonstrate that application-specific portals can easily be developed on top of the general-purpose WS-PGRADE portal. Copyright © 2010 John Wiley & Sons, Ltd.","grid, interoperability, portals, portal framework, repository, science gateways, workflows",1,0,0,1
10.1002/cpe.1664,Generating web-based user interfaces for computational science,Concurrency and Computation: Practice and Experience,2011,Article,"Scientific gateways in the form of web portals are becoming the popular approach to share knowledge and resources around a topic in a community of researchers. Unfortunately, the development of web portals is expensive and requires specialists skills. Commercial and more generic web portals have a much larger user base and can afford this kind of development. Here we present two solutions that address this problem in the area of portals for scientific computing; both take the same approach. The whole process of designing, delivering and maintaining a portal can be made more cost-effective by generating a portal from a description rather than programming in the traditional sense. We show four successful use cases to show how this process works and the results it can deliver. Copyright © 2010 John Wiley & Sons, Ltd.","computational science, life sciences, portal development, portals",1,0,0,1
10.1002/cpe.3049,A Web 2.0-based science gateway for massive remote sensing image processing,Concurrency and Computation: Practice and Experience,2015,Article,"With the incessant expansion of applications and the frequent update of the software, Science Gateway for Massive Remote Sensing Image Processing (SGMRSIP), developed by client/server model or traditional browser/server model, has received more and more challenges. Fortunately, the Web 2.0 technologies, proposed in recent years, bring us a new user experience (UE) that has a fast response speed and a good interface. In particular, the remote sensing image can be processed smoothly in the absence of client software by Web 2.0 technologies. Hence, a Web 2.0-based browser/server model is designed for SGMRSIP to enhance the UE in this paper. Firstly, functions of a parallel remote sensing image processing portal, based on high performance cluster and client/server model, are summarized. And then, a Web 2.0-based interaction model is built, and all these functions are accomplished again on the basis of this model. Finally, the Web 2.0-based Science Gateway is achieved. In addition, we design different workflows for different satellite data, and all the processing tasks are finished successfully to verify the feasibility of this Science Gateway. The experimental results showed that the software scalability and interaction were improved and a better UE was achieved, compared with the existing SGMRSIP. Copyright © 2013 John Wiley & Sons, Ltd.","parallel remote sensing image processing, science gateways, web2.0",1,0,0,1
10.1002/cpe.3234,Batchsubmit: A high-volume batch submission system for earthquake engineering simulation,Concurrency and Computation: Practice and Experience,2014,Article,"Network for Earthquake Engineering Simulation (NEES) is a network of 14 earthquake engineering labs distributed across the USA. As a part of the NEES effort NEESComm operates a comprehensive cyberinfrastructure that consists of the NEEShub and the NEES Project Warehouse. NEESComm provides consistent access to several high performance computing (HPC) venues. These venues include Extreme Science and Engineering Discovery Environment, the Open Science Grid, Purdue Supercomputers, and NEEShub servers. In this paper, we describe the system we developed, batchsubmit, which allows NEES researchers to make use of all these venues through the NEEShub science gateway. Copyright © 2014 John Wiley and Sons, Ltd.","earthquake engineering, high-performance computing, simulations",1,0,0,1
10.1002/cpe.3251,Advancements of the UltraScan scientific gateway for open standards-based cyberinfrastructures,Concurrency and Computation: Practice and Experience,2014,Article,"The UltraScan data analysis application is a software package that is able to take advantage of computational resources in order to support the interpretation of analytical ultracentrifugation experiments. Since 2006, the UltraScan scientific gateway has been used with Web browsers in TeraGrid by scientists studying the solution properties of biological and synthetic molecules. UltraScan supports its users with a scientific gateway in order to leverage the power of supercomputing. In this contribution, we will focus on several advancements of the UltraScan scientific gateway architecture with a standardized job management while retaining its lightweight design and end user interaction experience. This paper also presents insights into a production deployment of UltraScan in Europe. The approach is based on open standards with respect to job management and submissions to the Extreme Science and Engineering Discovery Environment in the USA and to similar infrastructures in Europe such as the European Grid Infrastructure or the Partnership for Advanced Computing in Europe (PRACE). Our implementation takes advantage of the Apache Airavata framework for scientific gateways that lays the foundation for easy integration into several other scientific gateways. Copyright © 2014 John Wiley & Sons, Ltd.","apache airavata, scientific gateways, standards, Ultrascan, UNICORE",1,0,0,1
10.1002/cpe.3255,Science gateway technologies for the astrophysics community,Concurrency and Computation: Practice and Experience,2015,Article,"SummaryThe availability of large-scale digital surveys offers tremendous opportunities for advancing scientific knowledge in the astrophysics community. Nevertheless, the analysis of these data often requires very powerful computational resources. Science gateway technologies offer Web-based environments to run applications with little concern for learning and managing the underlying infrastructures that execute them. This paper focuses on the issues related to the development of a science gateway customized for the needs of the astrophysics community. The VisIVO Science Gateway is wrapped around a WS-PGRADE/grid User Support Environment portal integrating services for processing and visualizing large-scale multidimensional astrophysical data sets on distributed computing infrastructures. We discuss the core tools and services supported including an application for mobile access to the gateway. We report our experiences in supporting specialized astrophysical communities requiring development of complex workflows for visualization and numerical simulations. Further, available platforms are discussed for sharing workflows in collaborative environments. Finally, we outline our vision for creating a federation of science gateways to benefit astrophysical communities by sharing a set of services for authentication, computing infrastructure access and data/workflow repositories. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","astrophysics, collaborative environments, DCIs, large-scale datasets, science gateways, visualization, workflow systems",1,0,0,1
10.1002/cpe.3256,CyberGIS Gateway for enabling data-rich geospatial research and education,Concurrency and Computation: Practice and Experience,2015,Article,"SummaryThis paper describes CyberGIS Gateway as an online problem-solving environment for multiple science communities to conduct data-rich geospatial research and education. CyberGIS Gateway is a key modality in the CyberGIS software environment. Scalable gateway application integration has been the focus of CyberGIS Gateway in order to efficiently develop highly interactive online geographic information systems (GIS) user interface components and couple a rich collection of heterogeneous and distributed geospatial data and analytical services for advanced cyberGIS capabilities on advanced cyberinfrastructure. An open mashup and service API approach is developed to address the integration challenges in CyberGIS Gateway application development. This approach is applied and evaluated in developing several representative cyberGIS data and analytical applications. The experience gained from the integration practice is shared. The education and outreach activities in CyberGIS Gateway are presented to illustrate the impact of CyberGIS Gateway in GIScience communities and the effective collaboration within the science gateway community. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","CyberGIS, cyberinfrastructures, geospatial problem solving, science gateways, spatial analysis",1,0,0,1
10.1002/cpe.3257,HUBzero and Pegasus: Integrating scientific workflows into science gateways,Concurrency and Computation: Practice and Experience,2015,Article,"Summary In this paper, we described the benefits and the challenges of integrating existing scientific workflow technologies into science gateways. Scientific workflow managers are powerful tools for handling large computational tasks. Domain scientists find it difficult to create new workflows, so many tasks that could benefit from workflow automation are often avoided or performed by hand. Two technologies have come together to bring the benefits of workflow to the masses. The Pegasus Workflow Management System can manage workflows comprised of millions of tasks, all the while recording data about the execution and intermediate results so that the provenance of the final result is clear. The HUBzero platform for scientific collaboration provides a venue for building and delivering tools to researchers and educators. With the press of a button, these tools can launch Pegasus workflows on national computing infrastructures and bring results back for plotting and visualization. As a result, the combination of Pegasus and HUBzero is bringing high-throughput computing to a much wider audience. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","automation, collaboratories, computation, user interfaces, workflows",1,0,0,1
10.1002/cpe.3258,Experiences of the Brazilian national high-performance computing network on the rapid prototyping of science gateways,Concurrency and Computation: Practice and Experience,2015,Article,"SummaryArguably, an important amount of scientific software development time is likely to be employed on user interfaces. In particular, science gateways have gained increasing interest from the e-Science community. These gateways allow hiding the complexity of the underlying resources that give support to the management of scientific data and to the execution of scientific applications. Based on our previous experience with the development of science gateways for diverse application domains in the Brazilian national high-performance computing network (SINAPAD), we have devised a rapid prototyping strategy to lower the barrier for scientific application developers to launch new science gateways. This strategy is based on two main tools. The first tool implements a gateway engine that can be configured by a small set of XML files. Such files completely define the desired functionality of a specific science gateway in the gateway engine. The gateway engine also offers other features not commonly found in related technologies, such as file sharing, data provenance tracking, and restricted anonymous access to underlying computational resources. The second tool implements both an editor and a packager for the aforementioned engine. This tool allows the developer to rapidly deploy and launch a new science gateway in ordinary Web application containers. In this paper, we present our results with the use of both tools in the SINAPAD network. We also discuss about the current limitations of both tools, as well as how we have been dealing with such limitations to provide a more comprehensive toolset to developers. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","e-science, high-performance computing, science gateways",1,0,0,1
10.1002/cpe.3262,Globus platform-as-a-service for collaborative science applications,Concurrency and Computation: Practice and Experience,2015,Article,"Summary Globus, developed as software-as-a-service for research data management, also provides APIs that constitute a flexible and powerful platform-as-a-service to which developers can outsource data management activities such as transfer and sharing, as well as identity, profile, and group management. By providing these frequently important but always challenging capabilities as a service, accessible over the network, Globus platform-as-a-service streamlines Web application development and makes it easy for individuals, teams, and institutions to create collaborative applications such as science gateways for science communities. We introduce the capabilities of this platform and review representative applications. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","authentication, authorization, clouds, collaboration, group, identity, platform-as-a-service, profile, science gateways, sharing, transfer",1,0,0,1
10.1002/cpe.3268,A GEANT4 web-based application to support Intra-Operative Electron Radiotherapy using the European grid infrastructure,Concurrency and Computation: Practice and Experience,2015,Article,"Summary Radiotherapy techniques deliver ionizing radiations (X-rays, photons, electrons, protons, etc.) inside cancerous tissues to kill the abnormal cells. Radiotherapy-related activities such as the optimization of the therapeutic radiation dose to patients, workers' radioprotection, linear accelerator commissioning, quality assurance processes and technical innovations of linear accelerators are strongly based on the ability to predict the dose distribution. Monte Carlo based simulations are so far the most accurate tool for the calculation of dosimetric parameters, with the drawback of requiring extensive computing resources to achieve statistically meaningful results in a reasonable time frame. In the last years, advanced cancer treatment clinical and research communities have used e-Infrastructures to support their activities. The present paper reports on the development of a computing facility for helping clinical researchers in using modern R&E networking and distributed computing and storage resources for a new radiotherapy technique: the Intra-Operative Electron Radiotherapy. The web application developed addresses some technical and clinical needs as the design of linear accelerators' collimation systems and the optimization of the patient therapeutic dose distribution. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","Catania Science Gateway Framework, distributed computing, GEANT4, grid computing, IOERT, Monte Carlo method",1,0,0,1
10.1002/cpe.3281,"A data-centric neuroscience gateway: Design, implementation, and experiences",Concurrency and Computation: Practice and Experience,2015,Article,"Summary Science gateways provide UIs and high-level services to access and manage applications and data collections on distributed resources. They facilitate users to perform data analysis on distributed computing infrastructures without getting involved into the technical details. The e-BioInfra Gateway is a science gateway for biomedical data analysis on a national grid infrastructure, which has been successfully adopted for neuroscience research. This paper describes the motivation, requirements, and design of a new generation of e-BioInfra Gateway, which is based on the grid and cloud user support environment (also known as WS-PGRADE/gUSE framework) and supports heterogeneous infrastructures. The new gateway has been designed to have additional data and meta-data management facilities to access and manage (biomedical) data servers, and to provide data-centric user interaction. We have implemented and deployed the new gateway for the computational neuroscience research community of the Academic Medical Center of the University of Amsterdam. This paper presents the system architecture of the new gateway, highlights the improvements that have been achieved, discusses the choices that we have made, and reflects on those based on initial user feedback. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","computational neuroscience, e-science, grid computing, medical image analysis, problem solving environment , science gateways, virtual laboratory, virtual research enviroment (VRE)",1,1,0,2
10.1002/cpe.3283,Early experiences in developing and managing the neuroscience gateway,Concurrency and Computation: Practice and Experience,2015,Article,"Summary The last few decades have seen the emergence of computational neuroscience as a mature field where researchers are interested in modeling complex and large neuronal systems and require access to high performance computing machines and associated cyber infrastructure to manage computational workflow and data. The neuronal simulation tools, used in this research field, are also implemented for parallel computers and suitable for high performance computing machines. But using these tools on complex high performance computing machines remains a challenge because of issues with acquiring computer time on these machines located at national supercomputer centers, dealing with complex user interface of these machines, dealing with data management and retrieval. The Neuroscience Gateway is being developed to alleviate and/or hide these barriers to entry for computational neuroscientists. It hides or eliminates, from the point of view of the users, all the administrative and technical barriers and makes parallel neuronal simulation tools easily available and accessible on complex high performance computing machines. It handles the running of jobs and data management and retrieval. This paper shares the early experiences in bringing up this gateway and describes the software architecture it is based on, how it is implemented, and how users can use this for computational neuroscience research using high performance computing at the back end. We also look at parallel scaling of some publicly available neuronal models and analyze the recent usage data of the neuroscience gateway. Copyright © 2014 John Wiley & Sons, Ltd. Copyright © 2014 John Wiley & Sons, Ltd.","computational neuroscience, high-performance computing, NEURON, science gateways",1,0,0,1
