doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1109/REV.2012.6293114,VLPC: A HTML5 pharmacology virtual laboratory,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"This paper documents on the programming and software design underpinning the Virtual Laboratory Practical Class (VLPC) program. This is an experiment simulation HTML5 web, which was designed to provide students with a virtual ""pre-lab"" experience where they can conduct an experiment and use equipment and techniques that they will encounter in a ""live"" pharmacology practical laboratory class. © 2012 IEEE.","laboratory, online services, simulations, user interfaces, virtual reality",0,1,0,1
10.1109/REV.2012.6293127,Multiplatform virtual laboratory for engineering education,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"An autonomous and multiplatform virtual laboratory for educational purposes is presented. The implemented platform includes a server with a SSH (Secure SHell) connection and a separated repository containing the virtual experiments. The programming of the experiments is implemented in Java language based tool, the EJS (Easy Java Simulation) and uses an external computation engine, for example Matlab. The virtual laboratory provides control system experiments at University level. Two application examples are described, namely, a magnetic levitator and an inverted pendulum-cart system. The virtual laboratory has been successfully used for education and training of Electronics Engineering students. A discussion of the results of this e-learning experience is also presented. © 2012 IEEE.","control experiment, e-learning, open source software, virtual laboratory",0,1,0,1
10.1109/REV.2012.6293161,RVLab: A server-side framework to build remote and virtual laboratories,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"Currently, virtual/remotes laboratories are often being built to improve learning and researching capabilities in some areas of knowledge. Generally these virtual/remotes laboratories are built from scratch again and again, instead of reusing software and hardware infrastructures. This paper presents a new framework, RVLab, to help developers building flexible and robust server-side virtual and remotes laboratories quickly. RVLab affords support for the basic requirements of these systems such as the user management or the resources (instruments and devices) reservation. Unlike other lab systems, RVLab is adapted to devices and instruments of any real laboratory due to a secure and robust mechanism that allows the remote execution of lab programs. Moreover, it improves the user interaction with real labs, providing a real-time visualization of experiments and lab instruments by means of the control of video camera placed into lab, and the transmission of video streaming with different quality to users. © 2012 IEEE.","Protocols, Instruments, visualization, servers, Laboratories, Wrapping, Libraries",0,1,0,1
10.1109/REV.2013.6502901,RELab - virtual laboratory of the renewable energy,International Conference on Remote Engineering and Virtual Instrumentation,2013,Conference Paper,"The paper presents a very useful, innovative, compact laboratory, which is simple and complex at the same time. This virtual laboratory covers an important part of the renewable energy: photovoltaic energy, wind energy and solar thermal energy. The SolarLab board and the educational platform NI ELVIS II are the ""heart"" of the RELab laboratory. The complex software developed in LabVIEW is also presented. ReLAB allows the realization of over thirty lab experiments. © 2013 IEEE.","photovoltaic, renewable energy, solar thermal energy, virtual laboratory, wind",0,1,0,1
10.1109/REV.2014.6784177,Remote Triggered FPGA based Automated System,International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"Engineering students cannot afford the expensive high-end FPGA kits to execute and test their designs. In such cases, the users can check their designs using simulation but it does not give a feel of running their designs on the actual system. So a remote triggered system allows the user to test their designs on high end FPGA kits. The remote system asks the user to provide the design file and the test vectors and the system abstracts the tasks of compiling, synthesizing, pin assignment etc as these are automated at the remote FPGA's end or the server end. Thus, the users' work is further simplified. Hence the name, Remote Triggered FPGA based Automated System. Such a system is developed under e-Prayog project at IIT Bombay as a part of Virtual Lab project, an initiative by Ministry of Human Resource Development (MHRD) under National Mission on Education through ICT. This paper presents the architecture of this system using an FSM method to implement it and also describes the supporting material developed to run a remote lab. © 2014 IEEE.","Digital systems course using Verilog, FPGA Design course, FPGA remote laboratory, virtual laboratory",0,1,0,1
10.1109/REV.2014.6784245,"Graphic technologies for virtual, remote and hybrid laboratories: WebLab-FPGA hybrid lab",International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"Nowadays virtual, remote and hybrid (with both virtual and real remote components) laboratories depend on a large stack of technologies, and are almost always web-based. However, still today those laboratories which require relatively advanced graphics (3D or even 2D graphics) often rely on non-standard components and browser plugins, such as Adobe Flash or Java Applets. These components were necessary because of the severe limitations that standard Web technologies have traditionally had in regard to graphics and RIAs (Rich Internet Applications). This paper analyzes two of the most common non-standard technologies that are still used today in remote laboratories. It also proposes two alternatives which make use of modern Web technologies (Canvas and WebGL). Additionally, it illustrates one of the proposed alternatives (WebGL) with an example: Weblab-FPGA-Watertank, a hybrid laboratory implemented at the University of Deusto under the Weblab-Deusto RLMS (Remote Laboratory Management System), which lets users program a real FPGA device remotely to control a virtual environment. Users require only an up-to-date browser and require no plugins whatsoever. The fully-featured virtual environment is rendered through WebGL. Finally, conclusions are drawn from the analysis and from the WebLab-FPGA-Watertank experience.","graphics, Browsers, Java, remote laboratories, Educational institutions, Three-dimensional displays, graphics, remote labs, 3D, WebGL, canvas, FPGA, hybrid-labs",0,1,0,1
10.1109/REV.2014.6784252,Virtual laboratory for educational environments,International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"In this paper a new simulation environment for a virtual laboratory to educational proposes is presented. The Logisim platform was adopted as the base digital simulation tool, since it has a modular implementation in Java. All the hardware devices used in the laboratory course was designed as components accessible by the simulation tool, and integrated as a library. Moreover, this new library allows the user to access an external interface. This work was motivated by the needed to achieve better learning times on co-design projects, based on hardware and software implementations, and to reduce the laboratory time, decreasing the operational costs of engineer teaching. Furthermore, the use of virtual laboratories in educational environments allows the students to perform functional tests, before they went to a real laboratory. Moreover, these functional tests allow to speed-up the learning when a problem based approach methodology is considered. © 2014 IEEE.","Logic simulation, Programmable logic, remote laboratory, virtual laboratory",0,1,0,1
10.1109/REV.2015.7087257,DC motor control in a 3D real-time virtual laboratory environment,International Conference on Remote Engineering and Virtual Instrumentation,2015,Conference Paper,"Virtual laboratory has been introduced to remote learning as well as experimental classes of universities in the last few decades. In a virtual laboratory, automatic control theory can be well verified by conducting experiments on models such as water tanks, inverted pendulums and DC motor. In this paper, a DC motor control system which can experiment the position control in real time based on Networked Control System Laboratory (NCSLab) is present. After a description of the process of 3D modelling and rendering in Flash 3D engine as well as control algorithms which are generated using Real Time Workshop, the experiment of position control is conducted and the control results are shown in a picture snapped from the real-time monitoring. The old NCSLab 3D system only allows users to design the algorithms and then simulate them. However, when it comes to the wiring, nothing can be done by the users. This paper proposed a method which allows the users to do the wiring in the 3D real-time virtual laboratory. It could make users feel more sense of reality and immersion to conduct the experiments. © 2015 IEEE.","3D virtual laboratory, control algorithm, DC motor, real-time experiment, Wiring",0,1,0,1
10.1109/REV.2016.7444444,Automated experiments on EjsS laboratories,International Conference on Remote Engineering and Virtual Instrumentation,2016,Conference Paper,"Experimentation in laboratories is a key pillar in the education of graduate and undergraduate students, who need to understand the fundamental concepts from both perspectives: theoretical and practical. High costs associated with equipment, space, and maintenance staff, impose certain constraints on resources for traditional laboratories. While, Virtual and Remote Laboratories can overcome these limitations, they present important limitations in their use. Some actions are repetitive in nature, cannot be executed trivially or in reasonable time by a user. Some others might be simply impossible without computer help. For example, doing a linear regression of values obtained in an experiment, performing a comparison of results obtained by making a sweep in the values of a particular variable or taking a system to an initial state. Hence, it arises the need of encoding some experimental tasks to automatize their execution. With other existing applications, to encode experiments, users need to know how VRLs are implemented. In addition, they have to manage the language in which the simulation was created so they need to handle fluently a simulation language just to perform experiments. The authors propose a tool called the Experiment Editor, to undertake automated experiments for VRLs. The Experiment Editor enables the user to encode experiments regardless of the language in which the laboratory was implemented. To do so, it provides a powerful and easy-to-learn language, and the corresponding interpreter that supports the execution of the experiments. © 2016 IEEE.","Easy Java(script) Simulations, experimentation language, experiments, remote laboratories, simulations, virtual laboratories",0,1,0,1
10.1109/REV.2016.7444459,Cloud-based remote virtual prototyping platform for embedded control applications: Cloud-based infrastructure for large-scale embedded hardware-related programming laboratories,International Conference on Remote Engineering and Virtual Instrumentation,2016,Conference Paper,"The design and test of Multi-Processor System-on-Chip (MPSoCs) including software is one of the biggest challenges in today's system design. This applies in particular when short time-to-market constraints impose serious limitations on the exploration of the design space. The use of virtual platforms can help in decreasing the development cycles. In this paper, we present a cloud-based environment allowing the design of virtual platforms and prototyping of the system including complex software with prerecorded data or testbenches. Afterwards, the created design can also be synthesized for Xilinx FPGAs. Additionally, this paper presents the use of this remote virtual prototyping environment in a hardware-related programming laboratory with more than 350 participating undergraduate students. This large number of attendees leads to a lot of issues regarding the supervisory relationship as well as providing enough hardware resources in terms of boards. Nevertheless, we want to give the students hands-on experience when programming an embedded system on an FPGA-board. The cloud-based infrastructure allows us to respond to these difficulties by implementing a Software-in-the-Loop simulation based on an instruction set simulator. Doing so the students can design and implement their codes for the targeted architecture and prototype and debug it on a virtual platform. Since the course is mandatory we expect many students with limited experience about hardware-related programming. In this paper we show that especially these students will profit from the additional possibilities which are offered by a remotely available virtual prototyping platform. © 2016 IEEE.","Cloud-based services, OVP, Rapid prototyping, remote laboratory, Remote prototyping, virtual laboratory, Virtual platforms",0,1,0,1
10.1109/REV.2016.7444480,Virtual labs: A new tool in the education: Experience of Technical University of Madrid,International Conference on Remote Engineering and Virtual Instrumentation,2016,Conference Paper,"The Technical University of Madrid requires the use of laboratories which due to their dangerousness, duration or control of the developed processes are difficult to perform in real life. For this reason, we have developed several 3D laboratories in virtual environment. The laboratories are built on open source platform OpenSim. In this paper it is exposed the different laboratories of our University, we see small fragments of various laboratory practice, as well as the most representative parts of each practice. The laboratories selected are electronics, chemical experimentation, physical and topography. © 2016 IEEE.","3D application, education, OpenSim, virtual laboratories",0,1,0,1
10.1109/RI2C51727.2021.9559740,A New Low-cost Hardware-in-the-Loop Simulator for Control of Power Electronics Systems Laboratory,"Research, Invention, and Innovation Congress: Innovation Electricals and Electronics",2021,Conference Paper,"Laboratory is very important in engineering education but setting up a laboratory is related in a huge investment. Traditional laboratory also requires students to present at the laboratory. Since 2020, the COVID-19 outbreak prevents students from the onsite studying. The lecture class can be deficiently substitute by online class but the laboratory is heavily impacted and still has no good solution. A virtual laboratory or a low-cost hardware-in-the-loop can reduce the severity of the problem. This paper presents a new hardware-in-the-loop simulator for control of power electronics systems laboratory. The proposed system uses a low-cost analog I/O hardware to link the physical control signal to student's PC and act as a virtual power electronics circuit simulator. As the PC is not the real-time high-performance simulator, the time-scaling technique is used. The result and discussion have shown that the developed system is very useful in many aspects. © 2021 IEEE.","hardware-in-the-loop, Lab@home, PID control, power electronics, virtual labs",0,1,0,1
10.1109/RITA.2013.2258234,Virtual Laboratory for Learning Asynchronous Motors in Engineering Degrees,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2013,Article,"Studies within the European Higher Education Area framework include the acquisition of skills such as the ability to learn autonomously, which requires students to devote much of their time to individual and group work to reinforce and further complement the knowledge acquired in the classroom. To consolidate the results obtained from classroom activities, lecturers must develop tools to encourage learning and facilitate the process of independent learning. The aim of this paper is to present the use of virtual laboratories based on Easy Java Simulations to assist in the understanding and testing of electrical machines. © 2013 IEEE.","Easy java simulations, Electric machines, learning, simulations, virtual laboratory",0,1,0,1
10.1109/RITA.2013.2273115,Platform for Testing and Measuring Based on Virtual Instrument,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2013,Article,"The platform contains a functions generator, a multichannel oscilloscope, and a spectrum analyser. A preparatory virtual laboratory is available to the students in addition to the traditional one so that they are encouraged not just to follow the theory but to try some practical exercises. In this way practical sessions in laboratories developed during the academic year can be supplemented by electronic instrumentation. Besides this the student can carry out, both for on-site and blended activities, a wide range of practices about tests and measurements in electronic circuits. The three virtual instruments have been developed and set up in a LabVIEW environment. This way the students just need a PC, a data acquisition card, and a breadboard so that electronic circuits can be subjected to tests and measurements. © 2013 IEEE.","Electronic instrumentation, LabVIEW, virtual instrumentation",0,1,0,1
10.1109/RITA.2015.2486338,An Extensible Architecture for the Integration of Remote and Virtual Laboratories in Public Learning Tools,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2015,Article,"Remote laboratories are software and hardware tools that allow students to remotely access real equipment located in universities. The integration of remote laboratories in learning tools (learning management systems, content management systems, or personal learning environments) has been achieved to integrate remote laboratories as part of the learning curricula. A cross-institutional initiative called gateway4labs has been created to perform this integration extensible to multiple remote laboratories in multiple learning tools. This contribution focuses on describing this initiative and, in particular, how opening it to public systems (where users do not need to be registered) produces new technical and organizational challenges due to the public availability of labs. In addition, this contribution shows integrations of systems that were not previously addressed in this initiative, such as PhET or ViSH, as well as a new approach for integrating supported laboratories in external specifications such as the smart device one through OpenSocial. © 2013 IEEE.","Learning Technologies Interoperability, Remote Laboratory Federation, Remote Laboratory Management Systems, remote and virtual laboratories",0,1,0,1
10.1109/RITA.2016.2589719,Usalpharma: A Software Architecture to Support Learning in Virtual Worlds,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2016,Article,"This paper explains how a software architecture was planned, designed, and implemented to help in the support of eLearning activities within a virtual laboratory inside the Second Life Virtual World. It delves into the problems related to this kind of systems and architectures and detects the possible benefits they could provide to eLearning processes. This paper shows how the software engineering principles and procedures are applied in order to solve problems, such as data gathering from Virtual Worlds, data analytics of information related to interaction between a user and a 3-D environment, and how they can be applied to enhance the students' learning process and teachers' assessment of this learning process. This paper also shows the software product resulting of this engineering process, as well as the outcomes from the application of the solution in a real context during two academic years involving postgraduate students and subjects of Pharmacy and Quality Assurance. To end this paper, we explain some considerations and knowledge retrieved after this experience, focusing on the utility from the learning point of view, innovation, and possible future work that could be done to improve the solution implemented. © 2016 IEEE.","Software architectures, technology-enhanced learning, Usage analytics, virtual worlds",0,1,0,1
10.1109/RITA.2018.2879263,Characteristics and Functions of a Virtual Laboratory of Induction Machines in the Teaching Environment,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2018,Article,"This paper presents the development and implementation of a virtual laboratory aimed at recreating the fundamental aspects of induction machines tests. These machines are widely used in the industry and their tests require good preparation of the personnel that manipulates them. The proposed laboratory recreates the Electrical Machines Laboratory of Universidad Nacional de Colombia, which has the necessary equipment to administer tests on induction machines. One of the advantages of the proposed laboratory is that the Virtual Laboratory of Induction Machines (LVMI) facilitates student inclusion and can be used by educational institutions as a component for the expansion of academic coverage. The LVMI can also be used for other educational purposes. For instance, it can be used in statistics to study correlation and trend curves. This paper shows the background, usefulness, and characteristics of this project. Since the Universidad Nacional de Colombia has prepared the material for the public, readers are invited to use this material. © 2013 IEEE.","Inclusivity, induction machine, optimization, simulations, virtual laboratory",0,1,0,1
10.1109/RITA.2020.2987725,Enhanced Virtual Laboratory Experience for Wireless Networks Planning Learning,IEEE Revista Iberoamericana de Tecnologias del Aprendizaje,2020,Article,"Online education is benefiting from advanced digital resources that now can offer interactive activities. Videos, animations, virtual and remote laboratories, and online games are just some examples of these activities. Educational standards and Virtual Learning Environments VLEs allow the integration of all these materials into learning objects that can be deployed in online courses or MOOCs. Virtual Laboratories provide an opportunity to train students and give to them the confidence for future interactions with real laboratory settings, with advantages such as: cost, portability, concurrency, and safety. Educational video games can improve the students' knowledge acquisition and develop abilities such as: mental speed, reaction, connection between thoughts and movements and concentration. This paper shows the implementation of a virtual laboratory learning experience that includes the use of video games, multimedia content and virtual simulations. The objective of this resource is to help in the learning of wireless network planning problem and improve the students' knowledge in the field of wireless networks key concepts. The virtual laboratory allows students to solve simple problems of antennas distribution and progressively increase the level by adding constraints and including new concepts in the design of the network. © 2013 IEEE.","Game-based learning, learning objects, video games, virtual laboratories, wireless networks planning",0,1,0,1
10.1109/RSEMW.2017.8103643,Development a computer model of microstrip filter for virtual laboratory,Radiation and Scattering of Electromagnetic Waves,2017,Conference Paper,The problem of developing of virtual laboratory works is considered in the paper. The peculiarity of proposed approach is due to photography identity of user interface of virtual instruments to the user interface of real devices. Another key feature is in simplicity of extending the structure of virtual laboratory works. In the present work we develop the computer model of vector network analyzer Agilent (Keysight) PNA E8363B and investigated UHF microstrip filter. Proposed software package allows expand the virtual laboratory for studying the UHF devices and instruments. © 2017 IEEE.,"Computer modeling, remote education, Vector network analyzer, virtual laboratory",0,1,0,1
10.1109/RSEMW.2019.8792757,Computer Model of Bandpass Waveguide Filter for Virtual Laboratory,Radiation and Scattering of Electromagnetic Waves,2019,Conference Paper,The paper presents the approach of designing a virtual laboratory which can be used for classroom studying and for distance learning. Such virtual works are a good alternative to highly expensive microwave measurement equipment. The software package was written in C++. The testing results of applying virtual laboratory for radiophysics measurements are considered. © 2019 IEEE.,"distant learning, laboratory work, microwave, microwave measurement, virtual laboratory",0,1,0,1
10.1109/RTUCON.2017.8124841,MATLAB and PowerWorld based virtual laboratories development for undergraduate students on electrical systems,Annual International Scientific Confererence on Power and Electrical Engineering of Riga Technical University,2017,Conference Paper,"This paper describes the pilot realization of virtual laboratory using MATLAB and PowerWorld environments for the undergraduate students in the field of Power Systems. A description of laboratory works, tasks and visualization of the performed models is given. The preference of using software type education rather than hardware one has the opportunity for flexibility of models. The first year experience is reported, and outcomes for future work are outlined. © 2017 IEEE.","education, Matlab, power systems",0,1,0,1
10.1109/SACI.2014.6840043,Virtual laboratory for a remotely operating robot arm,IEEE International Symposium on Applied Computational Intelligence and Informatics,2014,Conference Paper,"New techniques, like virtual laboratories and the ones remotely operated, improve teaching and learning in the academic society. These allow students to gain experience with real tools, in an intuitive way at a low cost. The paper presents an alternative way of e-learning in robotics that allows the students to simulate and remotely operate the mechanical Rv-2AJ robot arm. The main characteristics of the application are a realistic graphics and a wide variety of options which allow the user to easily learn the advanced concepts of control of the robot. © 2014 IEEE.","Laboratories, robot kinematics, Internet, software, computers, education",0,1,0,1
10.1109/SAI.2017.8252242,Using of ICT in E-learning: Development of the virtual learning environment for physics study,Computing Conference,2017,Conference Paper,The article is devoted to application of information technologies in e-Learning; usage of infocommunication technologies in higher education for implementation of e-Learning training technology. A brief review of international experience in the field of virtual laboratories is provided. The virtual computer laboratory on physics with 3D elements of computer modeling and its benefits in learning process are provided. Features of configuration and representation of theoretical and experimental materials in the virtual computer laboratory are presented. © 2017 IEEE.,"e-learning, infocommunication technologies, physics, virtual laboratory",0,1,0,1
10.1109/SCC.2014.112,VLAB-C: A Cloud Service Platform for Collaborative Virtual Laboratory,IEEE International Conference on Services Computing,2014,Conference Paper,"Integrating heterogeneous scientific dataset and high performance computing resources, and thus providing integrated Web services is an important goal for informazation project of Chinese Academy of Sciences (CAS). Cloud computing delivers computing and storage capacity as a transparent service to different communities of inter-disciplinary scientists, which inspires us to develop a SaaS (Software as a Service) cloud for collaborative virtual laboratory named VLAB-C. VLAB-C provides three key features including the ability of high performance on large scale of data processing and large amount of communities' collaboration, elastic computing for collaborative services, and extensible open framework for customized Web service integration through developing the components such as the micro-kernel container, the cloud infrastructure, and the open service. We gave several experiments on VLAB-C of its performance, which showed our system achieves considerable efficiency with cloud computing. © 2014 IEEE.","cloud computing, collaboration, virtual laboratory, Web service",0,1,0,1
10.1109/SCOReD.2011.6148773,Design and development of a water bath control system: A virtual laboratory environment,IEEE Student Conference on Research and Development,2011,Conference Paper,"In this paper, the development of a water bath control system in a virtual laboratory environment is discussed. The system proposed is developed using LABVIEW 8.6. This project consists of three stages. The first stage is hardware development, which involves construction of interface circuit to allow communication between plant and computer. The second stage is to build the Fuzzy Logic Controller using LABVIEW software, where fuzzy set and rule base are applied. The final stage is to publish the GUI module onto the web for real-time remote control. An internet based GUI module environment of a water bath temperature control system has successfully been developed using LABVIEW software and published onto the web where it can be fully controlled using Fuzzy Logic Controller developed, and monitored by any user despite of their geographical locations, as long as they have computers with web browsers and internet connection. Thus, this will assure a better and easier understanding of certain subjects, especially control system. With such a facility, laboratory resources can be shared online, laboratory experiments can be carried out away from the site as well as outside the official working hour, and the control subject can be taught in a more meaningful and effective manner to the students. © 2011 IEEE.","fuzzy logic controller, GUI module, LABVIEW software, virtual laboratory, water bath",0,1,0,1
10.1109/SIELMEN.2017.8123371,Actuating and controlling electrical circuits by means of virtual instruments,International Conference on Electromechanical and Power Systems,2017,Conference Paper,"This paper deals with two virtual instruments used for acting and controlling electrical circuits. Due to their working concept, these instruments have high flexibility for improvement, which makes them suitable for developing electro-technical virtual laboratories with affordable hardware and software resources. © 2017 European Union.","Actuator, Arduino uno, Electro-technical laboratory, LabVIEW, virtual instrument",0,1,0,1
10.1109/SIITME47687.2019.8990769,2D Virtual Laboratory for Teaching BCD to Seven-Segment Decoders in Logic Design Classes,IEEE International Symposium for Design and Technology in Electronic Packaging,2019,Conference Paper,"This study presents the design and development of a virtual laboratory for the Logic design course. A novel implementation of a BCD to seven-segment decoder is shown, which allows student to connect and verify the behavior of the circuit themselves. This is achieved with the use of virtual LED indicators, visualizing the state (digital zero or digital one) of all sockets of the logic gates. Furthermore, a reference BCD to seven-segment decoder is available, allowing students to compare the behavior of the circuit they connected with it. For the above reasons, the presented virtual lab is applicable in traditional, as well as in distant and lifelong education. © 2019 IEEE.","decoder, equivalent circuit, logic design, virtual labs",0,1,0,1
10.1109/SNPD.2012.73,PL-LAB: Polish Future Internet Distributed Laboratory,"ACIS International Conference on Software Engineering, Artificial Intelligence, Networking, and Parallel/Distributed Computing",2012,Conference Paper,"In this paper we present the PL-LAB, which is a Polish nationwide network test bed involving several research and academia institutions. PL-LAB was designed to facilitate research in the area of Future Internet carried out within the Future Internet Engineering (FIE) project. It allows researchers to create virtual laboratories, with guaranteed resources and direct physical access to laboratory equipment. This way, PL-LAB enables running, among others, experiments that deal with virtualization, which is the base concept for the FIE proposal of Future Internet architecture. © 2012 IEEE.","federated testbed, Future Internet experimentation, research network",0,1,0,1
10.1109/STC-CSIT.2019.8929830,Virtual laboratory practicum on the «Databases» discipline,International Conference on Computer Sciences and Information Technologies,2019,Conference Paper,"The article presents the results of the stages of development of a virtual laboratory practicum on the «Databases» discipline, which can be used by students of the «Information technology» field of knowledge as additional tools of independent educational activity and means of acquiring professional competencies. The article briefly describes the functional and program requirements for a virtual laboratory practicum. In the form of a mathematical model, the functional and object models of the process of using a learning toolkit by students are described. The structure of the database and the features of the graphic web-interface, allowing to implement the specified functionality, are described. The presented virtual practicum, in contrast to the existing ones, allows the student to hone the skill of writing various SQL-queries. © 2019 IEEE.","e-learning, information technologies in pedagogy, virtual laboratory practicum",0,1,0,1
10.1109/T4E.2010.5550036,A virtual laboratory for distance education,IEEE International Conference on Technology for Education ,2010,Conference Paper,"With the addition of online laboratories, distance education can become more meaningful and complete. This paper presents a virtual lab established through Lab VIEW data socket technology that enables the end user to design and implement control algorithms. Although this makes the problem more challenging, the quality of learning is also enhanced enormously. We demonstrate this lab through an open source, low cost, single board heater system. A large number experiments have been conducted using this setup. © 2010 IEEE.","LabVIEW, Live data sharing, Real-time control, remote access, virtual labs",0,1,0,1
10.1109/T4E.2012.43,VLSI Education for Computer Science and Engineering Students through Virtual Labs,IEEE International Conference on Technology for Education ,2012,Conference Paper,"The paper reports of a novel approach of teaching VLSI to computer science students through the use of Virtual laboratory. It formalizes the notion of hierarchical design of Integrated Circuits and abstracts the notion of design of integrated circuits based on the physical approaches. Using the proposed technique, the notion of the lab has been successfully inculcated in about 50 students learning computer science. © 2012 IEEE.","Integrated Circuit, virtual laboratory, VLSI (Very Large Scale Integration)",0,1,0,1
10.1109/T4E.2012.44,Interaction-Oriented System for VITAL Framework,IEEE International Conference on Technology for Education ,2012,Conference Paper,"This paper introduces a conceptual framework referred to as VITAL (Virtual Instrumentation Technology Adaptation Lab) and an interaction-oriented application created based on the VITAL framework. Virtual laboratories could be created using VITAL, where virtual reality (VR), virtual instrumentation (VI) and VR hardware are integrated in to one platform. The example application integrates PHANTOM Omni® haptic device andLabVIEW software. The results of this application highlight the validity and usability of the VITAL framework. © 2012 IEEE.","Haptics, Phantom Omni, virtual instrumentation, virtual laboratories, virtual reality, VITAL",0,1,0,1
10.1109/T4E.2013.12,A Web-Based Virtual Laboratory for Electromagnetic Theory,IEEE International Conference on Technology for Education ,2013,Conference Paper,"Electromagnetic theory is one of the core subjects in Electrical/ Electronics and Communication Engineering. It involves many concepts that are abstract and difficult to visualize, hence learning or teaching it is a challenge. This paper presents a web based virtual laboratory for electromagnetic theory course taught at undergraduate level, which can be used as a didactic tool by teachers and as a self learning tool by students. A set of ten topics have been chosen which broadly cover the basics of electromagnetic theory. The laboratory helps the students to visualize and experiment with abstract concepts of electromagnetic theory. It also contains theory supporting the experiment to aid teaching-learning process. The laboratory contains evaluation sections to assess student's understanding before and after performing virtual experiment. Assessment of the virtual lab done by evaluating students and feedback about the laboratory collected from both teachers and students are presented. © 2013 IEEE.","electromagnetics, Selflearning, virtual labs, visualization",0,1,0,1
10.1109/T4E.2013.14,An Educational Website on Kinematics of Robots,IEEE International Conference on Technology for Education ,2013,Conference Paper,"This paper describes the current work of designing a website for learning robotics. It supports the post graduate and senior undergraduate students. It is a drive to cater the requirement of laboratory learning. Both theory and virtual experimental resources are made available. The experiments are in the form of simulation. At this stage of web development, the concepts of mechanisms and kinematics have been focussed. The experiment result is shown through web images and text. The website provides ample amount of resource material on the theoretical background of mechanisms and robot kinematics. A step by step fashion has been adopted to impart knowledge in the preliminaries of the subject and gradually guides the client to get a grip over the fundamentals as well as application of kinematics in this domain. Numerical computation along with simulation provides detailed illustration of a concept. The web page integrates MATLAB generated images for clear understanding. The simulation experiments give a real-time feel. This enhances learning, promotes visualization of the problem computation and hence, interpretation of results. Accomplishing this project brings benefit in the form of minimization of cost, time, labor, number of experts. A larger number of students can avail the laboratory and learn on their own pace as the website can be accessed through the internet from any geographical location at any time. © 2013 IEEE.","Kinematics, Matlab, online education, robotics, virtual laboratory",0,1,0,1
10.1109/T4E.2015.5,A Virtual Laboratory Package to Support Teaching of Logic Design and Computer Organization,IEEE International Conference on Technology for Education ,2015,Conference Paper,"This paper presents a web based virtual laboratory package which provides a hierarchical module level logic design tool equipped with a logic simulator, a set of pre-designed experiments with a facility to add new experiments. The tool contains a repertoire of components and design functionalities and provides features for aiding learning through experiments. For complex experiments, such as CPU design, the tool provides an interface for specifying the controller abstractly as an algorithmic state machine. A set of techniques has been introduced in the tool for efficient simulation catering to the requirement of the lab. All the experiments can be conveniently conducted on a regular desktop or laptop computer and can be saved with user identification at any point and resumed later. This virtual lab has been successfully deployed to support several experiments of a post graduate level course at IIT Kharagpur. © 2015 IEEE.","Integrated circuit modeling, computers, Organizations, computational modeling, logic design, Adders, Sequential circuits",0,1,0,1
10.1109/T4E.2016.067,Modeling and Kinematic Analysis of Industrial Robots in WebGL Interface,IEEE International Conference on Technology for Education ,2016,Conference Paper,"Web-based learning plays a vital role in the modern education system, where different technologies are being emerged to enhance this E-learning process. Therefore virtual and online laboratories are gaining popularity due to its easy implementation and accessibility worldwide. These types of virtual labs are useful where the setup of the actual laboratory is complicated due to several factors such as high machinery or hardware cost. This paper presents a very efficient method of building a model using JavaScript Web Graphics Library with HTML5 enabled and having controllable features inbuilt. This type of program is free from any web browser plug-ins or application and also server independent. Proprietary software has always been a bottleneck in the development of such platforms. This approach rules out this issue and can easily applicable. Here the framework has been discussed and neatly elaborated with an example of a simplified robot configuration. © 2016 IEEE.","javascript, PUMA560, robotics, Three.js, virtual laboratory, WebGL",0,1,0,1
