doi,title,venue,publication_year,content_type,abstract,keywords,science gateway | scientific gateway,virtual laboratory | Vlab,virtual research environment,more than one
10.1109/IWSG.2015.20,Connecting Workflow-Oriented Science Gateways to Multi-cloud Systems,International Workshop on Science Gateways,2015,Conference Paper,"In this paper we investigate solutions to cloud-enable workflow-oriented science gateways. The integration mechanism described in the paper is a generic method that can be followed by other gateway developers. The paper describes the principles and the concrete ways how to integrate science gateways with multi-cloud systems. The concrete example to demonstrate the integration principles builds on the integration of WS-PGRADE/gUSE and the Cloud Broker Platform (CBP). The integration of WS-PGRADE/gUSE and Cloud Broker offers a complete cloud-enabled science gateway platform for a diverse set of use-cases and user communities, with the availability to use mainstream cloud middleware types and services (Amazon EC2/S3, IBM, Open Stack, Open Nebula, Rados S3). The advantage of the integrated WS-PGRADE/gUSE/CBP system is that if a domain-specific science gateway is customized from WS-PGRADE/gUSE gateway framework it immediately inherits this cloud access flexibility, i.e. The user community of that gateway can access all the cloud types enabled by the integrated WS-PGRADE/gUSE/CBP system. © 2015 IEEE.","cloud computing, distributed infrastructures, workflows",1,0,0,1
10.1109/IWSG.2015.7,Web Services as Building Blocks for Science Gateways in Astrophysics,International Workshop on Science Gateways,2015,Conference Paper,"An efficient exploitation of the Distributed Computing Infrastructures (DCIs) is specially needed to deal with the data deluge that the scientific community, in particular the Astrophysics one, is facing. This requires a good understanding of the underlying DCIs. Science Gateways (SGs) provide the users with an environment that eases the interaction with the DCIs. As a previous step, IT skilled users should populate the SGs with friendly but advanced tools (e.g. Workflows, visualization tools) that not only support the scientists to build their own experiments but also adapt them in an optimal way to the infrastructures. In Astronomy, the Virtual Observatory provides the community with services and tools for data access and sharing. However, state of the art telescopes and the coming Square Kilometre Array (SKA), able to reach data rates in the exa-scale domain, will also require advanced tools for data analysis and visualization that should be run on DCIs as well as shared on SGs. In the here presented work, we have selected as exemplar a set of analysis tasks of interest for some SKA use cases. These analysis tasks have been implemented as web services that use the COMPSs programming model in order to achieve a more efficient use of the DCIs. At the same time, the nature of the web services turns them into blocks that the astronomers can combine with VO services to build their own workflows. The web services and the workflows built upon them form a two-level workflow system that hides the technical details of the DCIs and exploits them efficiently. This approach is used for the first time in analytical tasks of interest for the SKA that benefits from the capabilities of the DCIs. © 2015 IEEE.","Astronomy, distributed computing infrastructures, science gateways, virtual observatory, web services, workflows",1,0,0,1
10.1109/IWSG.2015.8,Towards an Industry Data Gateway: An Integrated Platform for the Analysis of Wind Turbine Data,International Workshop on Science Gateways,2015,Conference Paper,"The increasing amount of data produced in many scientific and engineering domains creates as many new challenges for an efficient data analysis, as possibilities for its application. In this paper, we present one of the use-cases of the project VAVID, namely the condition monitoring of sensor information from wind turbines, and how a data gateway can help to increase the usability and security of the proposed system. Starting by briefly introducing the project, the paper presents the problem of handling and processing large amount of sensor data using existing tools in the context of wind turbines. It goes on to describe the innovative approach used in VAVID to meet this challenge, covering the main goals, numerical methods used for analysis, the storage concept, and architectural design. It concludes by offering a rational for the use of a data gateway as the main entry point to the system and how this is being implemented in VAVID. © 2015 IEEE.","big data, HPC, science gateways, VAVID, wind turbine",1,0,0,1
10.1109/KI48306.2020.9039876,3D Model of the Thermo-Opto-Mechanical Plant for Use in Control Education,International Conference on Cybernetics and Informatics,2020,Conference Paper,"The paper describes a 3D model of thermo-opto-mechanical system and its development using a suitable modeling tool. The model is based on TOM1A real plant placed in the laboratory. It also describes integration of the model into the online virtual laboratory portal. The behaviour of the model is simulated on the base of block schema created in Scilab simulation software. The developed portal enables to define parameters of the model and controller that can be changed by user. Results of the simulation are represented by the model animation and in graph, which is part of application. © 2020 IEEE.","3D model, Control theory, SciLab, TOM1A thermo-opto-mechanical plant",0,1,0,1
10.1109/LDAV.2014.7013213,UnityMol: Interactive scientific visualization for integrative biology,Symposium on Large Data Analysis and Visualization,2014,Conference Paper,"A broad challenge facing scientists today is the availability of huge amounts of data from various sources. Computers are required to store, analyze, explore and represent these data in order to extract useful information. With UnityMol, we pursue the ambitious goal to create an interactive virtual laboratory enabling researchers in biology to visualize biomolecular systems, run simulations and interact with physical models and data. Visual effects can enrich the dynamic and immersive aspects. Ultimately, we want to combine an appealing visual feedback already in place with a set of analysis features to extract information about properties of the fascinating biomolecular systems under study. © 2014 IEEE.","Biology and Genetics, I.6.6 [Simulation and Modeling], Simulation Output Analysis, J.3 [Computer Applications]: Life and Medical Sciences",0,1,0,1
10.1109/MECO.2017.7977225,Computer simulation of experimental methods to investigate materials and structures of micro- and nanoelectronics,Mediterranean Conference on Embedded Computing,2017,Conference Paper,The paper discusses the basic principles and implementation of laboratory complexes to realize methods for investigating properties of materials and structures for solid state electronics and nanoelectronics. The following laboratory complexes are developed: studying resistance of solid dielectrics; thermal analysis of metal alloys; analysis of spectra of deep levels using DLTS method. Virtual laboratory complexes developed in the environment of engineering graphical programming NI LabVIEW. © 2017 IEEE.,"laboratory-based work, physical processes, virtual laboratory",0,1,0,1
10.1109/MED.2019.8798527,Analysis of Higher Derivative Degree PID Controllers via Virtual Laboratory,Mediterranean Conference on Control and Automation,2019,Conference Paper,"A new controller has recently been developed, belonging to the generalized class of PID regulators. This article discusses a simulation tool whose role is to promote the use of the developed controller. The advantage of the new controller consists in the fact that the filtration has been taking into account during the controller design process that has enabled to use also higher derivatives degrees. The paper summarizes the development of PID controllers with higher derivative degree in a general way. The corresponding developed simulation tool can run offline or online. The simulation tool provides a comparison of setpoint and disturbance step responses in the control circuit with the first order time-delayed controlled system influenced by a noise. Generally, the simulation tool is an easy way for all potential users from the control field who want to become familiar with the new control design technique that extends classical PID control by higher derivative degrees. © 2019 IEEE.","filter, First order time-delayed plant, higher derivative degree, Matlab/Simulink, PID control, Prefilter, virtual laboratory",0,1,0,1
10.1109/MEES.2017.8248934,Remote control of electromechanical systems based on computer simulators,International Conference on Modern Electrical and Energy Systems,2017,Conference Paper,"The paper considers remote control of electromechanical systems via the Internet using the National Instruments LabVIEW technology. As control objects, laboratory stands for electromechanics for students of technical specialties have been adopted. For real stands, their virtual counterparts are created. Using LabVIEW technology enables through virtual analogue stand remotely manage online real electromechanical equipment, conduct research of its static and dynamic modes. The results of the development and use of virtual laboratory complexes in the educational process and scientific research have been summed up. The use of virtual complexes as part of methodological support of educational disciplines in the direction of electromechanics is considered. © 2017 IEEE.","control systems, Ethernet, Internet remote control, LabVIEW, OPC Servers, Remote control laboratory, simulations, teaching environments",0,1,0,1
10.1109/MINES.2010.56,Design and Implement of the Electric and Electronic Virtual Experiment System,International Conference on Multimedia Information Networking and Security,2010,Conference Paper,"The article described constructing, planning and implementing of the electric and electronic virtual experiment system. The system was based on Matlab web server. It was combined by management systems and virtual experiment platform, and adopted Active Server Pages (ASP) to achieve the system's programming. It took the Microsoft Access as the relational database platform for data management experiment, and applied Active Data Objects Data Base (ADODB) to create dynamic data connection. The virtual experiments laboratory makes up the lack of traditional resources, and makes practical teaching more lively and flexible, so that it can improve the practice teaching quality. © 2010 IEEE.","ADODB, ASP, Electric and electronic, Matlab web server, virtual laboratory",0,1,0,1
10.1109/MIPRO.2015.7160260,Science gateway for distributed multiscale course management in e-Science and e-Learning — Use case for study and investigation of functionalized nanomaterials,"International Convention on Information and Communication Technology, Electronics and Microelectronics",2015,Conference Paper,"The current tendency of human learning and teaching is targeted to development and integration of digital technologies (like cloud solutions, mobile technology, learning analytics, big data, augmented reality, natural interaction technologies, etc.). Our Science Gateway (http://scigate.imp.kiev.ua) in collaboration with High Performance Computing Center (http://hpcc.kpi.ua) is aimed on the close cooperation among the main actors in learning and researching world (teachers, students, scientists, supporting personnel, volunteers, etc.) with industry and academia to propose the new frameworks and interoperability requirements for the building blocks of a digital ecosystem for learning (including informal learning) that develops and integrates the current and new tools and systems. It is the portal for management of distributed courses (workflows), tools, resources, and users, which is constructed on the basis of the Liferay framework and gUSE/WS-PGRADE technology. It is based on development of multi-level approach (as to methods/algorithms) for effective study and research through flexible selection and combination of unified modules ('gaming' with modules as with LEGO-bricks). It allows us to provide the flexible and adjustable framework with direct involvement in real-world and scientific use cases motivated by the educational aims of students and real scientific aims in labs. © 2015 MIPRO.","Metals, Nanocrystals, Nanomaterials, portals, Electronic learning, Logic gates",1,0,0,1
10.1109/MITE.2015.7375331,A virtual laboratory for computer organisation and logic design (COLDVL) and its utilisation for MOOCs,"IEEE International Conference on MOOCs, Innovation and Technology in Education ",2015,Conference Paper,"This paper presents the usabilities of a newly developed web based virtual laboratory package as a self-learning tool in association with online courses with the facility for evaluation of user assignments without the intervention of the instructor. This virtual lab contains a hierarchical module level logic design tool equipped with a logic simulator, a set of pre-designed experiments and also the facility to add new experiments to enhance learning. The tool contains a repertoire of components and design functionalities to aid learning through experiments. For complex experiments, such as CPU design, the tool provides an interface for specifying the controller abstractly as a control state chart. All the experiments can be conducted on a regular desktop or a laptop computer and can be saved with user identification at any point and resumed later. This virtual lab has been successfully deployed to support several of courses at IIT Kharagpur. Additionally, workshops to familiarize this system to teachers and students in several colleges have been conducted. Feedback from an academic institute conducting the lab with online courses indicating satisfactory usability has been gathered. © 2015 IEEE.","Computer organisation, distance education, e-learning, logic design, simulators, virtual laboratory",0,1,0,1
10.1109/NANO.2011.6144581,NanoHUB.org - the ABACUS tool suite as a framework for semiconductor education courses,IEEE International Conference on Nanotechnology,2011,Conference Paper,"More than 170,000 users annually in 172 countries use nanoHUB.org for web-based access to simulation programs as well as a vast selection of related content, including online presentations and lectures, teaching materials, curated topic pages, podcasts, and downloads. With over 2500 resources including over 200 simulation tools, the science gateway nanoHUB.org is the world's largest nanotechnology user facility. Over 10,000 research and educational users utilized nanoHUB simulation programs to run over 364,000 simulations last year. In academic year 2009-10, nanoHUB.org content was used in 150 undergraduate and graduate courses at 97 institutions. From the time of its inception through the beginning of 2011, nanoHUB.org has been cited 719 times in the literature. A detailed analysis of these citations indicates a dual use of nanoHUB content in both education and research, with educational tool usage by researchers and research tools migrating into the classroom. By leveraging existing capabilities, we have developed the Assembly of Basic Applications for Coordinated Understanding of Semiconductors (ABACUS) suite of simulation tools and supporting educational content that can serve as an aid to an introductory semiconductor course. ABACUS serves as a one-stop-shop for students and teachers to enable rapid access to the critical elements needed in the introduction to semiconductor devices. © 2011 IEEE.","engineering education, NanoHUB, nanotechnology, science gateways, simulations",1,0,0,1
10.1109/NANO.2013.6721012,nanoHUB-U: A science gateway ventures into structured online education,IEEE Conference on Nanotechnology,2013,Conference Paper,"nanoHUB.org is arguably the largest online nanotechnology user facility in the world. From an initial user base of about 1,000 users, nanoHUB has grown to support over 250,000 users annually. nanoHUB supports users in 172 countries with materials for research and education, along with a wide variety of simulation tools covering many nano-related areas. Preliminary assessments of user behavior patterns have shown that nanoHUB's open access approach enables published resources to be integrated directly into classrooms. However, there is an increasing demand for pedagogically sound, workforce-ready, advanced courses that allow users to gain depth in topical areas related to nanotechnology. This paper explores an initial case study where an evolving cyber environment, based on the powerful HUBzero platform, begins to offer structured online courses to its massive audience through an experiment known as nanoHUB-U. This paper describes the impetus for this new offering and discusses how new and cutting-edge content formats are being combined with online simulations in significant ways. Further, it explores in-depth the outcomes related to one of the most popular courses offered to date. © 2013 IEEE.","Materials, Educational institutions, Nanoscale devices, computational modeling, Communities",1,0,0,1
10.1109/NER49283.2021.9441407,Multi-platform simulations facilitate interdisciplinary instruction in undergraduate neuroscience,"International IEEE/EMBS Conference on Neural Engineering, NER",2021,Conference Paper,"Neuroscience is a highly interdisciplinary field, but more collaboration among STEM disciplines is needed to advance undergraduate neuroscience education. This paper reports the development of code-based virtual laboratories to cross-foster ideas from engineering and biology in the neuroscience classroom. The simulations use a combination of NEURON and Python code to model neurophysiological processes. We report that the use of computational tools in the classroom increases student self-reported comfort in participating in a computational research project. The tools we developed have potential to increase persistence and retention of undergraduate students by encouraging interdisciplinary thinking and reducing barriers to entry. © 2021 IEEE.","Neuroscience, computational modeling, Biological system modeling, Neurons, Laboratories, education, Neural engineering",0,1,0,1
10.1109/NMDC.2011.6155316,Network for Computational Nanotechnology - a strategic plan for global knowledge transfer in research and education,IEEE Nanotechnology Materials and Devices Conference,2011,Conference Paper,"The Network for Computational Nanotechnology (NCN) manages the science gateway nanoHUB.org, recognized as the world's largest nanotechnology user facility, with over 2800 research and teaching resources in use by over 180,000 users annually. Resources consist of 220 simulation tools and nearly 2600 other content items ranging from podcasts of lectures to first time user guides for simulation tools to complete sets of university course materials. Simulation tools developed for research have been found to be used in the classroom and simple classroom tools are being used by researchers. With a global community spread across 172 countries, nanoHUB.org facilitates fast knowledge transfer across countries, disciplines, and communities. NCN follows a carefully planned strategy to lower barriers to this knowledge transfer and the growth and success of the site validates this strategy. © 2011 IEEE.","Lead, Random access memory, Logic gates, computational modeling, Organizations, Industries",1,0,0,1
10.1109/OPTIM.2014.6850959,Development and implementation of a virtual laboratory for fundamentals on power systems,International Conference on Optimization of Electrical and Electronic Equipment,2014,Conference Paper,"In almost any engineering department, a laboratory is an integral part of the educational process. The laboratory is a key component in the field of engineering in general, and electrical power engineering in particular. The virtual laboratory (VL) is a simulated experiment run by students on a computer station program; it can transform the conventional laboratory experiments into an interactive virtual environment, allowing simple and complex phenomena to be investigated by students just by changing the parameters and conditions of the experiments. This paper describes the development and the implementation of a VL, named VLABPOWER, for fundamentals on power systems. Mainly, electrical power engineering students will using to increase their understanding and to bridge the gap that exists between the theoretical part in the class and the practical at the traditional (real) laboratory and to better prepare before going to the traditional laboratory. The purpose of this work is to develop and implement a VL in order to enable students to have a better understanding of the experiments done in the traditional laboratory and to familiarize themselves with the different components used for those experiments. It presents a virtual interactive experiment environment that simulates the physical conditions on the transmission line. Moreover, it discusses and explains different types of short circuit faults such as symmetrical and unsymmetrical faults, modeling of different type of lines, and load condition analysis. © 2014 IEEE.","Laboratories, graphical user interfaces, Matlab, Circuit faults, Power transmission lines, Tutorials",0,1,0,1
10.1109/PACCS.2011.5990230,Distributed Virtual Laboratory System Based on Java/Corba,"Pacific-Asia Conference on Circuits, Communications and System",2011,Conference Paper,"Distance education is the most important part of modern education ideas, and the experiment manipulation technique is the key factor which reflects the more perfect of distance education mode. In this paper, multi-tier distributed virtual laboratory system based on CORBA/JAVA is given. an overview on the virtual laboratory based on distributed measurement and control system is given. The fundamental aspects concerning both the hardware and software to design the distributed virtual laboratory are examined. Emphasis is devoted to innovative criteria and the requirements arising from the increasing application of the virtual laboratory in e-learning. © 2011 IEEE.","Corba, Distributed, Java, virtual laboratory",0,1,0,1
10.1109/PADS.2011.5936747,PrimoGENI: Integrating Real-Time Network Simulation and Emulation in GENI,"Proceedings - Workshop on Principles of Advanced and Distributed Simulation, PADS",2011,Conference Paper,"The Global Environment for Network Innovations (GENI) is a community-driven research and development effort to build a collaborative and exploratory network experimentation platform - a ""virtual laboratory"" for the design, implementation and evaluation of future networks. The PrimoGENI project enables real-time network simulation by extending an existing network simulator to become part of the GENI federation to support large-scale experiments involving physical, simulated and emulated network entities. In this paper, we describe a novel design of PrimoGENI, which aims at supporting realistic, scalable, and flexible network experiments with real-time simulation and emulation capabilities. We present a flexible emulation infrastructure that allows both remote client machines and local cluster nodes running virtual machines to seamlessly interoperate with the simulated network running within a designated ""slice"" of resources. We show the results of our preliminary validation and performance studies to demonstrate the capabilities and limitations of our approach. © 2011 IEEE.","emulation, network simulations, real-time simulation, virtualization",0,1,0,1
10.1109/PC.2013.6581465,Advanced input shaping filter 3D virtual laboratory,International Conference on Process Control,2013,Conference Paper,"In this paper, a 3D virtual laboratory presenting all features of advanced input shaping filter is described. By proper choice of filter coefficients, various design requirements can be achieved (damping at given frequencies, bandwidth, robustness to uncertainties, etc.). Hence, one can handle the trade-off between the filter performance and signal delay which is added to the loop. The filter principle can be evaluated on gantry crane 3D model by using virtual laboratory. The control aim is to avoid load oscillations during load transport. The shaping filter works as a band stop filter which attenuates the natural frequency by modifying setpoint changes. The 3D crane model development is based on Java3D package (rendering package) and a VRML (Virtual Reality Modeling Language) Java loader which creates a bridge between the CAD system and the rendering engine. The interactive tool is freely accessible at www.contlab.eu. The authors believe that the virtual lab may be useful for both academic and industrial sphere. © 2013 IEEE.","Input shaping filter, spherical pendulum, vibration damping, virtual laboratory, VRML, web-based education",0,1,0,1
10.1109/PC.2017.7976195,A web-based tool for design of Simulink models,International Conference on Process Control,2017,Conference Paper,"This paper deals with the development of an educational web-based application that allows users to create simple block schemes in the Internet browser. The structure of created schemes is based on XML, and it is entirely compatible with the Simulink environment. The application allows the user to perform an evaluation of created schemes by executing them in the remote instance of MATLAB/Simulink via an HTTP MATLAB Web Server. The result of the simulation is returned either in the form of a graph or a data file for further processing. The application can be used in education for a teaching of systems' modeling and control, and also as a support tool for development of virtual and remote laboratories.","Libraries, Matlab, Web servers, data models, Tools",0,1,0,1
10.1109/PC52310.2021.9447529,Virtual laboratory based on reactor furnace control,International Conference on Process Control,2021,Conference Paper,"This paper describes the virtual laboratory task based on reactor furnace control designed for educational purposes. The proposed system links the reactor furnace to the MATLAB software. The reactor furnace, as a control plant, is characterized by highly nonlinear behavior. Developed software should help students do an experiment easily with the real system without the complications connected to the real devices (risk of accident, long time constants, etc.). © 2021 IEEE.","education, GUI, Matlab, process control, process simulation, thermal system",0,1,0,1
10.1109/PDP.2013.31,VisIVO Workflow-Oriented Science Gateway for Astrophysical Visualization,"Euromicro International Conference on Parallel, Distributed, and Network-Based Processing",2013,Conference Paper,"Nowadays visualization-based knowledge discovery can play an important role in astrophysics. Collaborative visualization can enable multiple users to share visualization experiences, e.g. by interacting simultaneously with astrophysical datasets giving feedback on what other participants are doing/seeing. Further, workflow-driven applications allow reproduction of specific visualization results, a challenging task as selecting suitable visualization parameters may not be a straightforward process. This paper presents VisIVO Science Gateway, a web-based workflow-enabled framework integrating large-scale, multidimensional datasets and applications for visualization and data filtering on Distributed Computing Infrastructures (DCIs). Advanced users are able to create, change, invoke, and monitor workflows while standard users are provided with easy-to-use customised web interfaces hiding all technical aspects of the visualization algorithms and DCI configurations. © 2013 IEEE.","Collaborative Tools, grid computing, scientific gateways, scientific visualization, workflow systems",1,0,0,1
10.1109/PowerEng.2013.6635867,Interned based experimental tools for voltage source inverters,"International Conference on Power Engineering, Energy and Electrical Drives",2013,Conference Paper,"This study implements a virtual laboratory for half bridge, full bridge and three phase voltage source inverters (VSI). Users can connected to the system from any computer having internet connection and perform any experiment by using designed user interface. Simulation models have been constructed with MatLAB/Simulink software while user interfaces have been arranged with LabVIEW software. The connection between these two software has been provided by Simulation Interface Toolkit (SIT) as uninterruptible and bidirectional. Implemented system can be used as a useful education tool for learning VSI subject. © 2013 IEEE.","Inverters, LabVIEW, Matlab/Simulink, Simulation tool",0,1,0,1
10.1109/REM.2019.8744115,A Novel Design of Virtual Laboratory,International Conference on Research and Education in Mechatronics,2019,Conference Paper,"The rapid growth of the manufacturing, automotive, robotics, and smart-grid industries will require engineers that posses attributes related to multidisciplinary formation and strong tools to design solutions to complex problems. The engineer's formation requires to include the development of multidisciplinary abilities into their programs and backing the theory with real-world practice. In this sense, specialized laboratories are necessary in order to carry out this kind of formation and training. However, the lack of specialized laboratories is one of the main obstacles preventing us from reaching this objective. The specialized laboratories require specialized installation, maintenance and cost management as well as a design that can accommodate a large number of students. In contrast, the virtual laboratories are one tool that can be used to deal with both issues which are the lack of specialized engineers and the absence of specialized laboratories. This work proposes a new design of a virtual laboratory in order to specialize engineers in several fields such as power electronics, electric machines, automatic control, and information and computational technologies. The laboratory proposed includes tools such as co-simulation, co-modeling, and co-design in order to face complex problems within the industry. © 2019 IEEE.","Co-design, Co-modelling, Co-simulation, virtual laboratory",0,1,0,1
10.1109/REV.2012.6293114,VLPC: A HTML5 pharmacology virtual laboratory,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"This paper documents on the programming and software design underpinning the Virtual Laboratory Practical Class (VLPC) program. This is an experiment simulation HTML5 web, which was designed to provide students with a virtual ""pre-lab"" experience where they can conduct an experiment and use equipment and techniques that they will encounter in a ""live"" pharmacology practical laboratory class. © 2012 IEEE.","laboratory, online services, simulations, user interfaces, virtual reality",0,1,0,1
10.1109/REV.2012.6293127,Multiplatform virtual laboratory for engineering education,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"An autonomous and multiplatform virtual laboratory for educational purposes is presented. The implemented platform includes a server with a SSH (Secure SHell) connection and a separated repository containing the virtual experiments. The programming of the experiments is implemented in Java language based tool, the EJS (Easy Java Simulation) and uses an external computation engine, for example Matlab. The virtual laboratory provides control system experiments at University level. Two application examples are described, namely, a magnetic levitator and an inverted pendulum-cart system. The virtual laboratory has been successfully used for education and training of Electronics Engineering students. A discussion of the results of this e-learning experience is also presented. © 2012 IEEE.","control experiment, e-learning, open source software, virtual laboratory",0,1,0,1
10.1109/REV.2012.6293161,RVLab: A server-side framework to build remote and virtual laboratories,International Conference on Remote Engineering and Virtual Instrumentation,2012,Conference Paper,"Currently, virtual/remotes laboratories are often being built to improve learning and researching capabilities in some areas of knowledge. Generally these virtual/remotes laboratories are built from scratch again and again, instead of reusing software and hardware infrastructures. This paper presents a new framework, RVLab, to help developers building flexible and robust server-side virtual and remotes laboratories quickly. RVLab affords support for the basic requirements of these systems such as the user management or the resources (instruments and devices) reservation. Unlike other lab systems, RVLab is adapted to devices and instruments of any real laboratory due to a secure and robust mechanism that allows the remote execution of lab programs. Moreover, it improves the user interaction with real labs, providing a real-time visualization of experiments and lab instruments by means of the control of video camera placed into lab, and the transmission of video streaming with different quality to users. © 2012 IEEE.","Protocols, Instruments, visualization, servers, Laboratories, Wrapping, Libraries",0,1,0,1
10.1109/REV.2013.6502901,RELab - virtual laboratory of the renewable energy,International Conference on Remote Engineering and Virtual Instrumentation,2013,Conference Paper,"The paper presents a very useful, innovative, compact laboratory, which is simple and complex at the same time. This virtual laboratory covers an important part of the renewable energy: photovoltaic energy, wind energy and solar thermal energy. The SolarLab board and the educational platform NI ELVIS II are the ""heart"" of the RELab laboratory. The complex software developed in LabVIEW is also presented. ReLAB allows the realization of over thirty lab experiments. © 2013 IEEE.","photovoltaic, renewable energy, solar thermal energy, virtual laboratory, wind",0,1,0,1
10.1109/REV.2014.6784177,Remote Triggered FPGA based Automated System,International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"Engineering students cannot afford the expensive high-end FPGA kits to execute and test their designs. In such cases, the users can check their designs using simulation but it does not give a feel of running their designs on the actual system. So a remote triggered system allows the user to test their designs on high end FPGA kits. The remote system asks the user to provide the design file and the test vectors and the system abstracts the tasks of compiling, synthesizing, pin assignment etc as these are automated at the remote FPGA's end or the server end. Thus, the users' work is further simplified. Hence the name, Remote Triggered FPGA based Automated System. Such a system is developed under e-Prayog project at IIT Bombay as a part of Virtual Lab project, an initiative by Ministry of Human Resource Development (MHRD) under National Mission on Education through ICT. This paper presents the architecture of this system using an FSM method to implement it and also describes the supporting material developed to run a remote lab. © 2014 IEEE.","Digital systems course using Verilog, FPGA Design course, FPGA remote laboratory, virtual laboratory",0,1,0,1
10.1109/REV.2014.6784245,"Graphic technologies for virtual, remote and hybrid laboratories: WebLab-FPGA hybrid lab",International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"Nowadays virtual, remote and hybrid (with both virtual and real remote components) laboratories depend on a large stack of technologies, and are almost always web-based. However, still today those laboratories which require relatively advanced graphics (3D or even 2D graphics) often rely on non-standard components and browser plugins, such as Adobe Flash or Java Applets. These components were necessary because of the severe limitations that standard Web technologies have traditionally had in regard to graphics and RIAs (Rich Internet Applications). This paper analyzes two of the most common non-standard technologies that are still used today in remote laboratories. It also proposes two alternatives which make use of modern Web technologies (Canvas and WebGL). Additionally, it illustrates one of the proposed alternatives (WebGL) with an example: Weblab-FPGA-Watertank, a hybrid laboratory implemented at the University of Deusto under the Weblab-Deusto RLMS (Remote Laboratory Management System), which lets users program a real FPGA device remotely to control a virtual environment. Users require only an up-to-date browser and require no plugins whatsoever. The fully-featured virtual environment is rendered through WebGL. Finally, conclusions are drawn from the analysis and from the WebLab-FPGA-Watertank experience.","graphics, Browsers, Java, remote laboratories, Educational institutions, Three-dimensional displays, graphics, remote labs, 3D, WebGL, canvas, FPGA, hybrid-labs",0,1,0,1
10.1109/REV.2014.6784252,Virtual laboratory for educational environments,International Conference on Remote Engineering and Virtual Instrumentation,2014,Conference Paper,"In this paper a new simulation environment for a virtual laboratory to educational proposes is presented. The Logisim platform was adopted as the base digital simulation tool, since it has a modular implementation in Java. All the hardware devices used in the laboratory course was designed as components accessible by the simulation tool, and integrated as a library. Moreover, this new library allows the user to access an external interface. This work was motivated by the needed to achieve better learning times on co-design projects, based on hardware and software implementations, and to reduce the laboratory time, decreasing the operational costs of engineer teaching. Furthermore, the use of virtual laboratories in educational environments allows the students to perform functional tests, before they went to a real laboratory. Moreover, these functional tests allow to speed-up the learning when a problem based approach methodology is considered. © 2014 IEEE.","Logic simulation, Programmable logic, remote laboratory, virtual laboratory",0,1,0,1
10.1109/REV.2015.7087257,DC motor control in a 3D real-time virtual laboratory environment,International Conference on Remote Engineering and Virtual Instrumentation,2015,Conference Paper,"Virtual laboratory has been introduced to remote learning as well as experimental classes of universities in the last few decades. In a virtual laboratory, automatic control theory can be well verified by conducting experiments on models such as water tanks, inverted pendulums and DC motor. In this paper, a DC motor control system which can experiment the position control in real time based on Networked Control System Laboratory (NCSLab) is present. After a description of the process of 3D modelling and rendering in Flash 3D engine as well as control algorithms which are generated using Real Time Workshop, the experiment of position control is conducted and the control results are shown in a picture snapped from the real-time monitoring. The old NCSLab 3D system only allows users to design the algorithms and then simulate them. However, when it comes to the wiring, nothing can be done by the users. This paper proposed a method which allows the users to do the wiring in the 3D real-time virtual laboratory. It could make users feel more sense of reality and immersion to conduct the experiments. © 2015 IEEE.","3D virtual laboratory, control algorithm, DC motor, real-time experiment, Wiring",0,1,0,1
10.1109/REV.2016.7444444,Automated experiments on EjsS laboratories,International Conference on Remote Engineering and Virtual Instrumentation,2016,Conference Paper,"Experimentation in laboratories is a key pillar in the education of graduate and undergraduate students, who need to understand the fundamental concepts from both perspectives: theoretical and practical. High costs associated with equipment, space, and maintenance staff, impose certain constraints on resources for traditional laboratories. While, Virtual and Remote Laboratories can overcome these limitations, they present important limitations in their use. Some actions are repetitive in nature, cannot be executed trivially or in reasonable time by a user. Some others might be simply impossible without computer help. For example, doing a linear regression of values obtained in an experiment, performing a comparison of results obtained by making a sweep in the values of a particular variable or taking a system to an initial state. Hence, it arises the need of encoding some experimental tasks to automatize their execution. With other existing applications, to encode experiments, users need to know how VRLs are implemented. In addition, they have to manage the language in which the simulation was created so they need to handle fluently a simulation language just to perform experiments. The authors propose a tool called the Experiment Editor, to undertake automated experiments for VRLs. The Experiment Editor enables the user to encode experiments regardless of the language in which the laboratory was implemented. To do so, it provides a powerful and easy-to-learn language, and the corresponding interpreter that supports the execution of the experiments. © 2016 IEEE.","Easy Java(script) Simulations, experimentation language, experiments, remote laboratories, simulations, virtual laboratories",0,1,0,1
